state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport,COMMUTING TO WORK-Workers 16 years and over,"COMMUTING TO WORK-Workers 16 years and over-Car, truck, or van -- drove alone","Percent Estimate-COMMUTING TO WORK-Workers 16 years and over-Car, truck, or van -- drove alone","Estimate-COMMUTING TO WORK-Workers 16 years and over-Car, truck, or van -- carpooled","Percent Estimate-COMMUTING TO WORK-Workers 16 years and over-Car, truck, or van -- carpooled",Estimate-COMMUTING TO WORK-Workers 16 years and over-Public transportation (excluding taxicab),Percent Estimate-COMMUTING TO WORK-Workers 16 years and over-Public transportation (excluding taxicab),Estimate-COMMUTING TO WORK-Workers 16 years and over-Walked,Percent Estimate-COMMUTING TO WORK-Workers 16 years and over-Walked,Estimate-COMMUTING TO WORK-Workers 16 years and over-Other means,Percent Estimate-COMMUTING TO WORK-Workers 16 years and over-Other means,Estimate-COMMUTING TO WORK-Workers 16 years and over-Worked at home,Percent Estimate-COMMUTING TO WORK-Workers 16 years and over-Worked at home,Estimate-COMMUTING TO WORK-Workers 16 years and over-Mean travel time to work (minutes),Labour Overall Index Score,Labour Overall Index Ranking,Wage Dimension Score,Worker Protection Dimension Score,Right to Organize Dimension Score,Wage Dimension Score 2019,Wage Dimension ranking 2019,MIT Living Wage 2019,Minimum Wage 2019,Wage Ratio (Living wage/Minimum wage),Local Control of Min. Wage 2019 (1=Yes),Worker Protection Dimension 2020 Score,Worker Protection Dimension 2020 Ranking,"Family Leave Indicator (Job-protected leave for non-FMLA Workers < 1 year on job_0.5=Yes, 0.25=Yes for Pregnant Workers only)",Family Leave Indicator ( Job-protected leave longer than Federal FMLA),Paid Family Leave (Yes=1),Paid Sick Leave Indicator Law in Place (1=Yes),Flexible Scheduling (yes=1),Reporting Pay (yes=1),Split Shift Pay 2019 (yes=1),Advanced Shift Notice 2019 (yes=1),Annual State GDP for 2019,U.S. State Population 2019 Estimate,U.S. State Land Area (Square Miles),State Population Per Square Mile,Unemployment Rate Jan 2020,Unemployment Rate Feb 2020,Unemployment Rate Mar 2020,Unemployment Rate Apr 2020,Unemployment Rate May 2020,Unemployment Rate Jun 2020,Unemployment Rate Jul 2020,Unemployment Rate Aug 2020,Unemployment Rate Sept 2020,Unemployment Rate Oct 2020,Unemployment Rate Nov 2020,Unemployment Rate Dec 2020,White,Black,Hispanic,Asian,American Indian/Alaska Native,Native Hawaiian/Other Pacific Islander,Multiple Races,Senior Population,Young Population,Male Population,Median household income,Poverty rate
NJ,2020-04-14,68824,2805,24408,1573,27,36,24,24,-58.0,-19.0,-12.0,-67.0,-61.0,27.0,Trade Transportation and Utilities,893.7,Yes,Yes,Yes,80088.0,AllD,5.0,D,28.7,50.2,4303118.0,3071526.0,71.4,344699.0,8.0,494549.0,11.5,125663.0,2.9,78251.0,1.8,188430.0,4.4,31.7,71.79705545,12.0,37.61338857,77.77777778,100.0,37.61338857,24.0,28.49,10.0,0.351000351,0.0,77.77777778,6.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,644841000000.0,8882190,7354.22,1207.767785,3.8,3.8,3.7,16.3,15.4,16.8,14.2,11.1,6.7,8.0,10.2,7.6,0.545,0.124,0.21,0.096,0.001,,0.024,16.6,18.0,48.9,85751.0,9.2
NM,2020-04-14,1407,36,613,23,27,34,21,21,-37.0,-11.0,-19.0,-30.0,-46.0,19.0,Government,189.7,No,No,No,46744.0,MostD,4.0,D,22.1,36.9,880271.0,706167.0,80.2,88207.0,10.0,10139.0,1.2,18023.0,2.0,15267.0,1.7,42468.0,4.8,22.1,56.91178131,18.0,40.17978837,30.55555556,100.0,40.17978837,23.0,25.25,7.5,0.297029703,1.0,30.55555556,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104002000000.0,2096829,121298.15,17.28657032,4.8,4.8,6.3,11.9,9.1,8.4,12.7,11.4,9.9,8.1,7.2,8.2,0.367,0.017,0.495,0.016,0.087,,0.018,18.0,18.8,49.4,51945.0,18.2
NV,2020-04-14,3137,130,1036,70,27,33,nan,14,-44.0,-16.0,-34.0,-51.0,-53.0,20.0,Leisure and Hospitality,356.4,No,No,Yes,58003.0,MostD,4.0,D,23.9,57.2,1351950.0,1056958.0,78.2,139518.0,10.3,46574.0,3.4,25750.0,1.9,29612.0,2.2,53538.0,4.0,24.3,32.64858814,33.0,28.50131998,36.11111111,33.33333333,28.50131998,28.0,25.07,8.25,0.32907858,0.0,36.11111111,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177615000000.0,3080156,109781.18,28.05723167,3.6,3.6,6.9,30.1,25.3,15.2,14.2,13.3,12.5,11.9,10.4,9.2,0.478,0.092,0.293,0.085,0.009,0.006,0.037,16.2,18.7,50.2,63276.0,12.5
NY,2020-04-14,205375,14001,63672,6816,27,38,23,23,-60.0,-19.0,-15.0,-68.0,-61.0,26.0,Government,"1,488.10",Yes,Yes,Yes,64894.0,AllD,5.0,D,35.0,53.1,9246571.0,4913896.0,53.1,601311.0,6.5,2591512.0,28.0,569444.0,6.2,181239.0,2.0,389169.0,4.2,33.3,73.60302802,11.0,51.36463962,69.44444444,100.0,51.36463962,16.0,28.9,11.1,0.384083045,0.0,69.44444444,10.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1731910000000.0,"19453561""",47126.4,412.7953971,3.8,3.7,4.1,15.3,14.5,15.6,15.9,12.5,9.7,9.2,8.4,8.2,0.552,0.14,0.193,0.086,0.002,,0.027,16.9,17.2,48.6,72108.0,13.0
OH,2020-04-14,7280,324,2497,157,27,36,21,21,-38.0,-14.0,24.0,-29.0,-48.0,19.0,Trade Transportation and Utilities,"1,028.40",No,No,No,54021.0,Tie,3.0,R,23.5,43.0,5442764.0,4526389.0,83.2,423056.0,7.8,87570.0,1.6,121728.0,2.2,63706.0,1.2,220315.0,4.0,23.5,54.82124758,20.0,42.24152052,22.22222222,100.0,42.24152052,22.0,23.61,8.55,0.362134689,0.0,22.22222222,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698458000000.0,11689100,40860.69,286.0720169,4.1,4.1,5.8,17.6,13.9,11.0,9.0,8.9,8.3,6.1,5.7,5.5,0.786,0.122,0.04,0.023,0.001,,0.028,17.5,18.2,49.0,58642.0,13.1
OK,2020-04-14,2184,109,714,42,27,12,13,nan,-33.0,-12.0,-10.0,-25.0,-42.0,18.0,Government,356.6,No,No,No,50051.0,AllR,1.0,R,21.5,30.2,1748344.0,1440542.0,82.4,174462.0,10.0,7428.0,0.4,31322.0,1.8,24342.0,1.4,70248.0,4.0,21.7,26.42096103,38.0,15.37399421,30.55555556,33.33333333,15.37399421,40.0,24.37,7.25,0.297496922,0.0,30.55555556,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206058000000.0,3956971,68594.92,57.6860648,3.3,3.2,2.9,14.7,12.6,6.4,7.1,5.7,5.4,6.2,6.1,5.3,0.65,0.069,0.111,0.021,0.077,0.001,0.071,16.1,20.0,49.6,54449.0,15.2
OR,2020-04-14,1633,55,452,22,27,37,nan,22,-36.0,-12.0,42.0,-41.0,-48.0,17.0,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,60212.0,AllD,5.0,D,24.4,46.1,1895393.0,1356677.0,71.6,188867.0,10.0,85300.0,4.5,71623.0,3.8,63163.0,3.3,129763.0,6.8,23.7,82.02931755,6.0,62.75461933,83.33333333,100.0,62.75461933,10.0,27.34,11.25,0.411485004,0.0,83.33333333,3.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,251605000000.0,4217737,95988.01,43.94024837,3.3,3.3,3.5,14.9,14.3,11.6,10.4,8.5,7.9,6.8,6.0,6.4,0.75,0.018,0.134,0.047,0.009,0.003,0.04,18.2,16.9,49.5,67058.0,11.4
PA,2020-04-14,25591,746,11009,505,27,39,22,13,-43.0,-18.0,1.0,-52.0,-52.0,21.0,Education and Health Services,1307,No,No,No,59195.0,MostD,4.0,R,26.4,45.1,6032013.0,4593109.0,76.1,511844.0,8.5,337633.0,5.6,223371.0,3.7,85632.0,1.4,280424.0,4.6,26.9,46.08646707,24.0,16.037179,22.22222222,100.0,16.037179,36.0,24.24,7.25,0.299092409,0.0,22.22222222,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813514000000.0,12801989,44742.7,286.1246416,4.7,4.7,5.8,16.1,13.4,13.2,12.5,10.4,8.3,7.4,6.8,6.7,0.76,0.104,0.078,0.035,0.001,0.001,0.023,18.7,17.0,49.0,63463.0,12.0
RI,2020-04-14,3251,80,2022,50,27,36,nan,17,-35.0,-13.0,63.0,-61.0,-51.0,20.0,Education and Health Services,110.7,Yes,Yes,Yes,19343.0,AllD,5.0,D,23.9,44.9,515872.0,413105.0,80.1,44694.0,8.7,12915.0,2.5,18556.0,3.6,6172.0,1.2,20430.0,4.0,24.8,79.77563872,7.0,62.93802726,76.38888889,100.0,62.93802726,9.0,25.49,10.5,0.411926246,0.0,76.38888889,7.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,63541100000.0,1059361,1033.81,1024.715373,3.4,3.4,4.7,18.1,16.4,12.6,11.3,12.9,10.5,7.1,7.3,8.1,0.705,0.059,0.166,0.033,0.002,,0.033,17.7,15.7,48.8,71169.0,10.8
SC,2020-04-14,3553,97,1136,46,27,32,nan,7,-29.0,-6.0,-11.0,-27.0,-41.0,15.0,Trade Transportation and Utilities,410.6,No,No,No,63870.0,AllR,1.0,R,24.4,34.4,2215014.0,1825021.0,82.4,208135.0,9.4,11816.0,0.5,46140.0,2.1,32002.0,1.4,91900.0,4.1,24.6,14.3839409,46.0,12.59626715,30.55555556,0.0,12.59626715,44.0,24.93,7.25,0.29081428,0.0,30.55555556,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246309000000.0,5148714,30060.7,171.277249,2.4,2.5,3.2,12.8,12.4,8.7,8.7,6.4,5.2,4.2,4.4,4.6,0.637,0.262,0.057,0.017,0.003,,0.022,18.2,17.9,48.3,56227.0,13.8
SD,2020-04-14,987,6,667,0,27,12,nan,nan,-40.0,-10.0,-1.0,-23.0,-37.0,18.0,Trade Transportation and Utilities,86.3,No,No,No,50570.0,AllR,1.0,R,16.6,29.8,436525.0,350530.0,80.3,37944.0,8.7,2448.0,0.6,15269.0,3.5,5278.0,1.2,25056.0,5.7,17.0,35.7814787,31.0,51.78888054,22.22222222,33.33333333,51.78888054,15.0,23.63,9.1,0.385103682,0.0,22.22222222,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53305700000.0,884659,75811.0,11.66926963,3.4,3.3,3.1,10.9,9.4,7.2,6.4,4.8,4.1,3.7,3.5,3.0,0.819,0.022,0.037,0.013,0.084,,0.024,17.4,20.5,50.8,59533.0,11.9
TN,2020-04-14,5654,123,1644,51,27,33,13,12,-31.0,-8.0,-8.0,-30.0,-43.0,16.0,Trade Transportation and Utilities,653.1,No,No,No,56521.0,AllR,1.0,R,25.3,40.9,3003226.0,2503496.0,83.4,269408.0,9.0,21786.0,0.7,39970.0,1.3,37914.0,1.3,130652.0,4.4,25.0,21.6379482,43.0,21.16384461,32.63888889,11.11111111,21.16384461,31.0,23.28,7.25,0.311426117,0.0,32.63888889,24.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,380138000000.0,6829174,41234.9,165.616359,3.3,3.4,3.3,15.5,11.0,9.6,9.7,8.6,6.5,7.3,5.2,6.4,0.736,0.164,0.057,0.018,0.003,,0.022,16.7,18.4,48.7,56071.0,13.9
TX,2020-04-14,15303,365,6335,188,27,32,nan,12,-36.0,-17.0,-26.0,-42.0,-47.0,21.0,Trade Transportation and Utilities,"2,549.20",No,No,No,51340.0,AllR,1.0,R,26.4,49.3,12842820.0,10345804.0,80.6,1305195.0,10.2,184848.0,1.4,196708.0,1.5,206213.0,1.6,604052.0,4.7,26.4,29.99579375,35.0,12.20960348,22.22222222,55.55555556,12.20960348,46.0,25.01,7.25,0.289884046,0.0,22.22222222,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1886960000000.0,28995881,261231.71,110.996789,3.5,3.5,5.1,13.5,13.0,8.4,8.0,6.8,8.3,6.9,8.1,7.2,0.411,0.117,0.4,0.05,0.003,0.001,0.019,12.9,21.2,49.6,64034.0,13.6
UT,2020-04-14,2420,19,683,6,27,39,nan,18,-32.0,-11.0,41.0,-44.0,-48.0,19.0,Trade Transportation and Utilities,295.2,No,No,No,59206.0,AllR,1.0,R,21.6,43.3,1433444.0,1088975.0,76.0,159902.0,11.2,35349.0,2.5,36297.0,2.5,24655.0,1.7,88266.0,6.2,21.7,27.90448629,36.0,11.49123664,38.88888889,33.33333333,11.49123664,47.0,25.16,7.25,0.288155803,0.0,38.88888889,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188501000000.0,3205958,82169.62,39.01634205,2.5,2.5,3.8,10.4,8.6,5.3,4.5,4.1,5.0,4.1,4.3,3.6,0.778,0.01,0.144,0.023,0.01,0.008,0.027,11.4,24.0,50.2,75780.0,8.9
VA,2020-04-14,6173,154,2841,85,27,33,nan,15,-36.0,-14.0,24.0,-49.0,-49.0,20.0,Professional and Business Services,779.6,No,No,No,57513.0,MostD,4.0,D,27.8,47.1,4152433.0,3205870.0,77.2,382324.0,9.2,184405.0,4.4,99787.0,2.4,72326.0,1.7,207721.0,5.0,28.4,1.851851852,51.0,0.0,5.555555556,0.0,0.0,51.0,27.83,7.25,0.260510241,0.0,5.555555556,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554211000000.0,8535519,39490.09,216.143316,2.7,2.6,3.3,11.2,9.0,8.1,7.9,6.1,6.2,5.2,4.8,4.9,0.613,0.189,0.096,0.067,0.002,0.001,0.033,15.9,18.2,49.2,76456.0,9.9
VT,2020-04-14,752,28,177,5,27,32,20,21,-48.0,-25.0,27.0,-53.0,-55.0,21.0,Education and Health Services,65.4,No,Yes,Yes,68358.0,AllD,5.0,D,23.3,31.3,321624.0,244038.0,75.9,27960.0,8.7,3971.0,1.2,17852.0,5.6,5528.0,1.7,22275.0,6.9,22.9,79.22499219,8.0,62.67497656,75.0,100.0,62.67497656,11.0,26.21,10.78,0.411293399,0.0,75.0,8.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,34785100000.0,"623,989",9216.66,67.70229129,2.4,2.4,3.1,16.5,12.8,9.5,8.3,4.8,4.3,3.2,3.0,3.1,0.928,0.011,0.018,0.016,0.007,,0.02,20.1,14.8,49.5,63001.0,10.2
WA,2020-04-14,10711,552,2028,143,27,45,20,22,-39.0,-14.0,37.0,-54.0,-56.0,22.0,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,71535.0,AllD,5.0,D,27.6,48.6,3485339.0,2506808.0,71.9,346825.0,10.0,225913.0,6.5,125965.0,3.6,72652.0,2.1,207176.0,5.9,27.6,89.35855991,3.0,97.24234639,70.83333333,100.0,97.24234639,3.0,27.63,12.0,0.434310532,1.0,70.83333333,9.0,0.25,0.25,1.0,1.0,0.0,0.0,1.0,0.0,599608000000.0,7614893,66455.52,114.5863128,3.9,3.8,5.1,16.3,15.1,10.0,10.2,8.4,8.3,6.0,5.7,7.1,0.675,0.038,0.13,0.089,0.011,0.006,0.05,15.9,18.3,50.0,78687.0,9.8
WI,2020-04-14,3555,172,977,78,27,33,20,20,-46.0,-19.0,3.0,-36.0,-45.0,21.0,Manufacturing,484.2,No,No,No,43469.0,MostD,4.0,R,21.5,34.2,2920388.0,2369044.0,81.1,232054.0,7.9,51391.0,1.8,89410.0,3.1,47005.0,1.6,131484.0,4.5,22.0,24.74652558,39.0,14.51735453,26.38888889,33.33333333,14.51735453,42.0,24.54,7.25,0.295436023,0.0,26.38888889,34.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347306000000.0,5822434,54157.8,107.5086876,3.5,3.5,3.1,13.6,12.1,8.6,7.1,6.3,5.4,6.0,5.3,5.5,0.811,0.062,0.071,0.03,0.007,,0.02,17.5,17.8,49.7,64168.0,10.4
WV,2020-04-14,697,10,284,6,27,29,21,21,-34.0,-13.0,-11.0,-29.0,-42.0,15.0,Government,152.1,No,No,No,70979.0,AlllR,1.0,R,23.9,35.5,727792.0,600897.0,82.6,66722.0,9.2,6627.0,0.9,20940.0,2.9,8393.0,1.2,24213.0,3.3,25.8,44.86536353,25.0,48.48497949,30.55555556,55.55555556,48.48497949,17.0,23.2,8.75,0.377155172,0.0,30.55555556,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78189500000.0,1792147,24038.21,74.55409533,5.0,4.9,6.0,15.9,12.9,10.5,10.0,8.9,8.6,6.4,6.3,6.3,0.925,0.032,0.014,0.008,0.002,,0.018,20.5,16.5,49.4,48850.0,16.0
WY,2020-04-14,373,1,152,1,27,32,nan,nan,-36.0,-12.0,-21.0,-18.0,-35.0,16.0,Trade Transportation and Utilities,532.8,No,No,No,59305.0,AllR,1.0,R,17.3,46.8,287175.0,222984.0,77.6,28692.0,10.0,3774.0,1.3,11285.0,3.9,5589.0,1.9,14851.0,5.2,17.8,31.25456337,34.0,15.98591234,22.22222222,55.55555556,15.98591234,37.0,24.25,7.25,0.298969072,0.0,22.22222222,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39646200000.0,578759,97093.14,5.96086397,3.7,3.7,3.8,9.6,8.8,7.6,7.1,6.6,6.1,5.5,5.1,4.8,0.838,0.01,0.101,0.006,0.022,,0.021,17.1,19.4,51.1,65003.0,10.1
AK,2020-04-15,291,7,67,2,28,35,18,18,-25.0,-5.0,-2.0,-47.0,-41.0,17.0,Government,79.3,No,No,No,73181.0,AllR,1.0,R,18.5,51.6,358627.0,246808.0,68.8,43758.0,12.2,4981.0,1.4,27575.0,7.7,18774.0,5.2,16731.0,4.7,18.8,55.51088958,19.0,44.31044652,22.22222222,100.0,44.31044652,19.0,26.94,9.89,0.367112101,0.0,22.22222222,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55406100000.0,731545,570640.95,1.281970738,6.0,5.8,5.2,13.5,12.7,12.4,11.6,7.4,7.2,5.9,6.3,5.8,0.6,0.022,0.07,0.06,0.151,0.015,0.083,12.4,21.0,52.0,75463.0,10.1
AL,2020-04-15,4241,123,1743,56,28,33,nan,11,-19.0,-2.0,10.0,-24.0,-40.0,15.0,Government,393.5,No,No,No,48123.0,AllR,1.0,R,24.3,46.2,2051445.0,1760032.0,85.8,174391.0,8.5,6959.0,0.3,22977.0,1.1,20205.0,1.0,66881.0,3.3,24.7,7.751966773,49.0,17.70034476,5.555555556,0.0,17.70034476,32.0,23.92,7.25,0.303093645,0.0,5.555555556,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230968000000.0,4903185,50645.33,96.81415838,2.7,2.7,3.0,13.8,9.6,7.6,7.9,5.6,6.7,5.7,4.4,3.9,0.654,0.265,0.044,0.014,0.004,,0.019,17.4,18.3,48.3,51734.0,15.5
AR,2020-04-15,1599,34,522,16,28,35,nan,nan,-10.0,4.0,56.0,-18.0,-35.0,11.0,Trade Transportation and Utilities,253.2,No,No,No,45869.0,AllR,1.0,R,21.2,34.8,1274750.0,1055112.0,82.8,133980.0,10.5,4631.0,0.4,22089.0,1.7,15481.0,1.2,43457.0,3.4,21.7,35.50651656,32.0,53.74177191,30.55555556,22.22222222,53.74177191,14.0,23.73,9.25,0.389801938,0.0,30.55555556,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133181000000.0,3017804,52035.48,57.99512179,3.5,3.5,5.0,10.8,9.6,8.1,7.1,7.4,7.2,6.2,6.3,4.2,0.721,0.152,0.078,0.016,0.006,0.004,0.024,17.4,19.2,48.9,48952.0,16.2
AZ,2020-04-15,3962,142,1236,62,28,35,nan,15,-31.0,-13.0,-15.0,-36.0,-46.0,17.0,Trade Transportation and Utilities,551.3,No,Yes,Yes,56581.0,AllR,1.0,R,25.2,51.3,3008707.0,2306027.0,76.6,326774.0,10.9,57302.0,1.9,57910.0,1.9,77966.0,2.6,182728.0,6.1,25.3,51.70533825,21.0,94.00490363,38.88888889,22.22222222,94.00490363,4.0,25.79,11.0,0.426521908,1.0,38.88888889,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,366190000000.0,7278717,113594.08,64.07655223,4.5,4.5,6.1,13.4,9.0,10.0,10.7,5.9,6.5,7.9,8.0,7.5,0.542,0.043,0.318,0.033,0.039,0.002,0.024,18.0,18.7,49.7,62055.0,13.5
CA,2020-04-15,27107,885,8064,379,28,42,27,27,-45.0,-17.0,-28.0,-51.0,-52.0,22.0,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,71805.0,AllD,5.0,D,29.4,51.4,17904213.0,13203972.0,73.7,1835455.0,10.3,910567.0,5.1,474721.0,2.7,458688.0,2.6,1020810.0,5.7,29.3,90.32074918,2.0,79.29558088,91.66666667,100.0,79.29558088,6.0,30.68,12.0,0.391134289,1.0,91.66666667,1.0,0.25,0.25,1.0,1.0,0.0,1.0,1.0,1.0,3137470000000.0,39512223,155779.22,253.6424499,3.9,3.9,5.5,16.4,16.4,14.9,13.5,11.2,11.1,9.0,8.1,9.0,0.364,0.053,0.395,0.147,0.004,0.004,0.033,14.8,18.7,49.7,80440.0,11.8
CO,2020-04-15,8280,355,2625,163,28,35,20,20,-38.0,-17.0,-11.0,-54.0,-53.0,21.0,Trade Transportation and Utilities,481.5,No,No,No,69117.0,MostD,4.0,D,24.9,43.2,2822072.0,2125477.0,75.3,249461.0,8.8,86516.0,3.1,80354.0,2.8,62050.0,2.2,218214.0,7.7,25.5,70.21292061,14.0,82.86098406,44.44444444,83.33333333,82.86098406,5.0,27.77,11.1,0.399711919,1.0,44.44444444,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390284000000.0,5758736,103641.89,55.56378796,2.5,2.5,5.2,12.2,10.2,10.6,7.4,6.7,6.4,6.4,6.4,8.4,0.678,0.038,0.218,0.032,0.005,0.001,0.028,14.7,18.1,50.4,77127.0,9.3
CT,2020-04-15,14755,868,5974,533,28,36,23,23,-36.0,-14.0,20.0,-52.0,-52.0,22.0,Education and Health Services,345.1,Yes,Yes,Yes,74168.0,AllD,5.0,D,25.0,46.9,1780653.0,1391925.0,78.2,143527.0,8.1,84347.0,4.7,49525.0,2.8,20763.0,1.2,90566.0,5.1,26.3,74.14720974,9.0,43.27496257,79.16666667,100.0,43.27496257,20.0,27.7,10.1,0.364620939,0.0,79.16666667,5.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,285640000000.0,3565287,4842.36,736.2705375,3.7,3.8,3.4,8.3,9.6,10.1,10.2,8.1,7.7,6.1,8.2,8.0,0.657,0.1,0.169,0.046,0.002,,0.026,17.6,16.6,48.9,78833.0,10.0
DC,2020-04-15,2197,72,757,45,28,35,21,14,-61.0,-29.0,-61.0,-77.0,-70.0,28.0,Government,239.7,Yes,Yes,Yes,82372.0,AllD,5.0,D,43.6,51.2,366168.0,125462.0,34.3,19531.0,5.3,127530.0,34.8,48047.0,13.1,23193.0,6.3,22405.0,6.1,30.3,96.75925926,1.0,100.0,90.27777778,100.0,100.0,1.0,31.75,14.0,0.440944882,1.0,90.27777778,2.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,1.0,146194000000.0,705749,61.05,11560.18018,5.2,5.1,6.0,11.7,8.8,8.7,8.5,8.6,9.0,8.3,7.5,7.9,0.367,0.45,0.112,0.037,0.003,,0.031,12.4,15.9,47.4,92266.0,13.5
DE,2020-04-15,2014,46,898,27,28,33,22,22,-34.0,-15.0,-6.0,-46.0,-49.0,20.0,Trade Transportation and Utilities,82.8,No,No,No,62852.0,AllD,5.0,D,25.9,43.1,444908.0,360365.0,81.0,36601.0,8.2,11739.0,2.6,9518.0,2.1,5052.0,1.1,21633.0,4.9,25.8,61.74495202,16.0,35.23485605,50.0,100.0,35.23485605,25.0,26.79,9.25,0.345278089,0.0,50.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75415500000.0,973764,1948.54,499.7403184,4.0,3.9,5.0,14.9,15.9,12.6,10.5,8.9,8.3,5.6,5.1,5.3,0.614,0.218,0.097,0.039,0.003,,0.028,19.5,17.4,48.3,70176.0,11.3
FL,2020-04-15,22526,613,6836,291,28,37,nan,12,-42.0,-21.0,-53.0,-56.0,-47.0,20.0,Trade Transportation and Utilities,"1,823.00",No,No,No,52594.0,Tie,3.0,R,27.4,48.6,9140393.0,7255390.0,79.4,841097.0,9.2,176146.0,1.9,129987.0,1.4,203254.0,2.2,534519.0,5.8,27.4,27.28284799,37.0,26.29298841,22.22222222,33.33333333,26.29298841,29.0,26.13,8.46,0.323765786,0.0,22.22222222,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093350000000.0,21477737,53624.76,400.5190326,2.8,2.8,4.4,13.8,13.7,10.3,11.4,7.3,7.2,6.4,6.3,6.1,0.53,0.15,0.266,0.027,0.002,0.001,0.024,20.9,16.4,48.9,59227.0,12.7
GA,2020-04-15,14583,569,4379,199,28,32,nan,12,-27.0,-8.0,-2.0,-46.0,-48.0,18.0,Trade Transportation and Utilities,954.3,No,No,No,56183.0,AllR,1.0,R,28.5,50.2,4667378.0,3708394.0,79.5,456908.0,9.8,99181.0,2.1,69380.0,1.5,79013.0,1.7,254502.0,5.5,28.4,11.4775306,48.0,9.432591814,13.88888889,11.11111111,9.432591814,50.0,25.6,7.25,0.283203125,0.0,13.88888889,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616333000000.0,10617423,57513.49,184.6075243,3.1,3.1,4.6,12.6,9.4,7.6,7.6,5.7,6.3,4.5,5.7,5.6,0.52,0.313,0.098,0.041,0.002,0.001,0.025,14.3,19.5,48.7,61980.0,13.3
HI,2020-04-15,524,9,91,4,28,42,21,21,-51.0,-28.0,-62.0,-67.0,-49.0,23.0,Leisure and Hospitality,127.6,No,No,No,77765.0,AllD,5.0,D,27.5,50.9,700228.0,468932.0,67.0,97951.0,14.0,45326.0,6.5,31742.0,4.5,22925.0,3.3,33352.0,4.8,27.4,58.49872048,17.0,21.32949478,54.16666667,100.0,21.32949478,30.0,32.39,10.1,0.311824637,0.0,54.16666667,11.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97281700000.0,1415872,6422.63,220.4505008,2.7,2.7,2.4,23.8,23.5,13.4,13.5,13.0,15.0,14.2,10.4,9.3,0.204,0.012,0.103,0.394,0.001,0.102,0.184,19.0,17.8,50.0,83102.0,9.3
